1451	2000	124	105.1096358
1368	2001	112	93.58259302
1267	2001	99	80.5217759
1190	1996	90	71.42716505
1081	1997	77	59.26312057
966	1997	65	47.74604801
923	1998	61	43.74001053
842	1996	55	36.83442968
687	1998	43	25.22063127
550	1997	35	17.04139419
493	1998	31	14.13495601
364	1999	25	8.793804172
188	2000	18	4.182758895
57	1998	15	2.84571003
23	2023	5	1.873838451
-9	2006	6	2.49055255
-37	1999	16	2.846454075
-144	2000	19	3.919267759
-279	2001	23	6.902987415
-424	2003	30	12.08823702
-529	2002	36	17.23375462
-637	2003	42	23.59400009
-777	2004	52	33.57179235
-903	2001	64	44.35523654
-1012	2004	74	54.75202533
-1124	2000	87	66.919046
-1203	2003	96	76.03865676
-1313	2002	111	89.95572086
-1396	2004	122	101.151862
-1432	2005	127	106.2158819
-1528	2003	141	120.5164268
-1630	2004	158	136.5999515
-1705	2006	170	149.039243
-1688	2007	167	146.1187176
-1775	2005	182	161.2556187
-1888	2005	202	181.9441867
-1938	2006	211	191.4668219
-2046	2006	232	212.9596034
-2135	2006	254	231.5409368
-2190	2006	266	243.416639
-2333	2004	299	275.7697493
-2437	2003	325	300.5573109
-2546	2002	353	327.6865805
-2658	2001	382	356.7894046
-2694	2002	391	366.3602539
-2795	2001	420	394.0361485
-2928	2001	458	431.97664
-3038	2002	490	464.6456222
-3171	2000	531	505.8649711
-3301	1997	573	547.8891784
-3412	1997	609	585.0046727
-3446	1997	620	596.6179255
-5350	2311	1427	1423.357674
-5194	2313	1349	1341.539907
-5071	2320	1285	1278.705505
-4951	2323	1223	1218.870745
-4711	2313	1110	1103.562619
-4579	2320	1051	1042.51705
-4451	2329	991	984.9681954
-4143	2305	859	853.3627063
-3922	2320	778	764.5640109
-3777	2307	725	709.0570634
-3677	2306	688	671.9501008
-3544	2307	638	624.1210033
-3497	2304	612	607.6590573
-3426	2303	593	583.1852347
-3339	2308	567	553.8398023
-3171	2312	511	499.3340418
-3030	2312	468	455.7682725
-2862	2316	417	406.4140811
-2744	2306	386	373.4929669
-2606	2308	349	336.6675012
-2468	2310	315	301.7317115
-2288	2305	272	259.0470899
-2183	2306	248	235.6087796
-2081	2307	216	213.8873779
-2007	2310	211	198.7616871
-1860	2309	184	170.3664497
-1682	2307	152	138.8574336
-1505	2305	123	110.6427016
-1359	2304	102	89.70492809
-1220	2305	84	71.7239398
-1078	2306	67	55.33436455
-974	2302	56	44.62924351
-829	2302	43	31.45989502
-687	2304	32	20.57183811
-579	2303	25	13.64601923
-434	2301	19	6.17159118
-256	2302	13	-0.174368625
-114	2303	11	-2.98413056
14	2367	-4	-4
100	2306	10	-3.448563449
243	2304	12	-1.20189477
422	2303	17	4.46028768
566	2303	23	11.3174064
711	2301	32	20.3136545
853	2298	43	31.15275325
960	2304	52	40.58739265
1101	2298	67	54.84552699
1244	2299	83	71.27374297
1423	2299	106	94.70525772
1599	2296	132	120.8639454
1778	2295	163	150.6065986
1922	2294	188	176.8422702
1988	2294	203	189.551154
2197	2293	245	232.6541769
2377	2299	286	273.201058
2520	2302	319	307.7181984
2665	2307	355	344.7785838
2797	2311	393	380.3352047
2844	2316	401	393.3944841
2908	2313	422	411.5814737
3049	2312	463	453.0544428
3225	2314	518	507.572108
3395	2307	574	563.1984499
3565	2306	631	621.6586112
3524	2304	609	607.3107946
3674	2313	669	660.6065891
3802	2307	717	707.92924
3937	2308	767	759.5593162
4071	2310	819	812.5892883
4243	2316	886	883.2509443
4399	2312	955	949.9276938
4568	2314	1030	1024.851785
4724	2312	1102	1096.547961
4864	2312	1165	1162.936617
5017	2308	1241	1237.736204
5181	2312	1322	1320.445437
5404	2320	1439	1437.180889
5584	2322	1539	1535.028561
5736	2323	1623	1620.161942
6022	2431	1790	1786.676236
6434	2597	2046	2043.081088
6758	2728	2246	2258.484943
6731	2920	2248	2249.161612
6577	2921	2145	2147.772436
6452	2924	2060	2067.326687
6285	2914	1962	1961.501514
6128	2913	1864	1864.996993
5943	2910	1755	1754.321688
5784	2908	1663	1661.945574
5655	2909	1591	1588.982736
5506	2906	1510	1506.539574
5362	2903	1434	1428.951305
5181	2899	1340	1334.334228
5043	2902	1269	1264.699205
4926	2897	1212	1206.741968
4902	2899	1201	1195.1807
4758	2898	1132	1126.328214
4618	2896	1068	1061.306617
4475	2897	1004	997.0590259
4380	2897	962	955.4636862
4207	2899	888	882.1215336
4143	2898	862	855.649851
3903	2896	768	760.0926477
3664	2897	679	670.7694502
3522	2905	628	620.7749833
3491	2899	618	609.7157465
3422	2900	595	586.2039245
3182	2903	516	508.0775626
2935	2902	441	433.422369
2688	2900	373	364.7668071
2439	2898	309	301.6827534
2190	2897	253	244.8024972
2119	2898	238	229.7782446
2102	2901	233	226.4009747
1938	2895	200	193.4477177
1818	2892	178	171.1006237
1683	2895	155	148.000705
1554	2893	134	127.3624344
1389	2890	111	103.3485309
1254	2898	92	86.25568428
1155	2894	81	74.35339483
1059	2894	70	63.94390766
879	2895	54	46.94272743
752	2894	44	36.79216792
543	2897	31	23.81443582
378	2900	23	16.66386576
220	2893	19	11.82891254
80	2892	18	9.887897543
-22	2895	18	9.89280824
-138	2891	19	10.76582104
-261	2896	20	13.63218
-402	2899	25	18.62293624
-546	2896	33	25.43645392
-689	2895	42	34.34277178
-856	2896	55	47.42546382
-1007	2899	69	61.74704039
-1134	2901	82	75.51658518
-1290	2895	101	94.1742576
-1400	2896	115	109.0569929
-1539	2900	136	129.7246285
-1682	2899	160	152.7177023
-1824	2905	184	177.9283279
-1970	2906	212	205.6608195
-2081	2906	236	228.1195202
-2102	2903	240	232.3459935
-2170	2904	255	246.9031347
-2318	2900	289	279.8438917
-2420	2899	313	303.9046701
-2536	2900	342	332.6351742
-2652	2905	372	362.913391
-2669	2900	377	367.1583165
-2798	2906	412	402.6386976
-2914	2900	446	435.3473126
-3026	2901	479	468.5556779
-3159	2900	521	509.4911489
-3299	2903	565	554.6917338
-3403	2902	600	589.3567407
-3488	2905	628	618.6886811
-3502	2905	633	623.5622751
-3646	2904	684	674.7659143
-3743	2903	719	710.399519
-3881	2900	773	762.6200197
-4002	2904	820	810.3138499
-4118	2901	868	857.0376437
-4266	2903	931	918.8983387
-4459	2902	1015	1002.641
-4624	2902	1089	1077.209934
-4713	2897	1131	1118.289155
-4803	2894	1173	1160.738856
-4886	2893	1212	1200.69199
-4908	2894	1220	1211.462636
-5027	2893	1279	1270.219572
-5181	2894	1357	1348.463196
-5325	2895	1431	1423.758119
-5442	2893	1493	1486.302889
-5584	2893	1570	1564.163131
-5705	2894	1637	1632.139578
-5862	2894	1726	1722.437623
-5996	2897	1804	1801.598803
-6107	2898	1871	1868.443905
-6246	2897	1956	1953.756005
-6374	2899	2036	2034.165842
-6534	2900	2137	2136.884974
-6693	2898	2241	2241.319973
-6719	2900	2257	2258.758801
-6734	2762	2261	2262.436913
-6694	2745	2244	2235.086761
-6017	2452	1810	1800.566366
-5710	2313	1631	1621.346064
-6723	3501	2302	2311.127019
-6724	3501	2302	2311.79542
-6428	3498	2112	2117.943176
-6223	3499	1982	1989.127558
-6008	3496	1854	1858.053217
-5762	3500	1710	1714.538842
-5530	3498	1582	1584.044856
-5348	3502	1484	1486.03786
-5163	3498	1391	1388.876545
-4980	3499	1299	1296.66308
-4880	3503	1253	1248.065632
-4731	3501	1183	1176.600061
-4553	3503	1101	1094.6065
-4376	3503	1022	1015.966449
-4014	3501	869	864.5852362
-3823	3502	793	790.1834148
-3643	3507	725	723.8371701
-3503	3502	677	673.4536669
-3486	3504	670	667.7619707
-3308	3505	609	607.641101
-3147	3509	558	556.3197043
-2963	3506	503	499.9590395
-2790	3505	452	450.2374884
-2599	3500	402	398.3526512
-2452	3539	356	365.7774682
-2218	3499	309	306.6758905
-2108	3500	285	283.0313805
-2072	3503	277	275.8547689
-1870	3499	236	235.6261406
-1644	3498	195	195.8070844
-1396	3494	157	157.6179331
-1224	3499	135	135.586215
-1011	3498	112	111.564375
